,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
67299,-1.349210519,-1.178635446,1.625282388,0.140601453,1.791906584,-2.108536629,-0.461439761,-0.293695385,-0.267671626,-0.071788005,-0.088078249,0.562927003,1.316485809,-0.16499891,1.200700442,-0.301137573,-0.201560375,-0.350790826,0.888173328,0.695118848,0.132863815,0.091385797,0.267299529,0.483553068,-0.612915071,0.921954797,-0.144971986,-0.035808354,0.77,0
208345,2.140497441,-1.144137506,-0.800924604,-1.012231247,-0.857646292,-0.242608791,-1.032525111,-0.094707127,0.171811997,0.745554418,-1.64260189,-0.790884899,0.657787078,-0.559576861,0.63796342,1.677575401,-0.406424741,-0.628260101,0.651973267,0.11954332,0.360545318,0.999887373,-0.03744478,-0.958473525,-0.075840369,-0.009379773,0.006858071,-0.046260908,60,0
163191,-4.11300951,3.497263973,-0.597397161,-1.272466488,-0.229606368,-0.007371193,0.430569075,-0.035764773,3.270395477,4.002841386,1.533443093,0.352100205,-0.528310136,-2.476335765,0.375530613,0.097691414,0.054481576,0.74610603,-0.018220932,1.659761801,-0.51028726,-0.583779513,0.164506703,0.493143084,-0.009548457,-0.671002089,0.640041125,0.996613571,20,0
73608,1.09116517,0.458120159,-0.254589556,1.33649865,0.072634934,-0.952223551,0.428237244,-0.183191212,-0.19680348,-0.495890834,0.450671607,0.14252761,-0.251932033,-0.569399239,1.13407786,-0.100393385,0.906842467,-0.35165479,-0.943993036,-0.069358322,-0.014287444,-0.063228635,-0.081801461,0.313401201,0.592784939,-0.353002133,0.024372888,0.049189076,50.92,0
265665,-0.367997916,0.327279426,1.255766459,-0.679875043,-0.366532003,-0.450388984,1.009900288,-0.274655611,0.884547029,-0.684645904,-1.158049437,-0.804691856,-1.491254655,0.048905143,0.836753733,0.192276709,-0.798959319,0.348658884,-0.176749813,-0.184911251,-0.076322613,-0.085907936,0.091574096,-0.119355643,-0.858882554,-1.049716368,-0.017400527,-0.031117883,114.17,0
152242,1.857597455,0.721012808,-2.574547893,1.730188444,1.274151073,-0.821138578,0.537530577,-0.294262243,0.965366679,-1.135297508,2.797016355,-1.905490869,1.783546941,-0.812168304,-1.001754103,0.741572455,2.31796872,1.612718243,-0.829120596,-0.048686983,-0.109257967,-0.074639163,-0.033120579,0.403797264,0.290576483,-0.614171558,-0.016194839,0.010263048,67.64,0
40901,-1.175700277,1.5347982,0.963624458,-0.121433551,0.157952059,-0.525327258,0.713001376,-0.01377417,0.068370819,0.349655064,0.229368744,0.408443798,0.871934248,-0.829696691,1.130658487,-0.034397235,0.17800091,-0.739090706,-0.506241496,0.381631125,-0.340731167,-0.520513258,-0.003414761,0.038274312,-0.146549811,0.041312449,-0.096859925,-0.29366732,13.99,0
208639,2.065191908,0.0059438,-1.620512652,0.013657878,0.640890123,-0.249733138,0.153833982,-0.175094297,0.176102727,0.134275471,0.828092047,1.439202749,1.254478582,0.413610751,0.03620433,0.027023244,-0.955134673,0.382664294,0.162230644,-0.119700396,0.280415883,0.966943404,-0.040801162,0.288874474,0.34266393,-0.132787748,-0.018169484,-0.064404919,1.79,0
231290,2.082850406,-0.285218892,-2.160352976,0.227243253,0.571619458,-0.593730521,0.341296312,-0.212981605,0.73301148,0.148877587,-1.931107265,-1.057177497,-2.065749195,0.778268393,-0.113495636,-0.220386791,-0.246455791,-0.30280015,0.495735799,-0.24705429,-0.093215296,-0.269475914,0.014922522,0.036627824,0.213699385,0.574284945,-0.12299933,-0.075718832,39.99,0
250022,2.249306026,-1.378883725,-0.760167155,-1.651379682,-1.206697355,-0.355400765,-1.212945223,-0.112536629,-1.479412783,1.692658991,0.605140333,0.351705945,1.376027667,-0.507305322,-0.862807152,-0.315495356,0.103534052,0.342557865,0.145836472,-0.356805271,-0.109073218,0.232328021,0.1936101,-0.388612601,-0.222806277,-0.175565904,0.025900263,-0.057766361,19,0
102939,1.025535583,-0.677167024,1.057977345,0.133186858,-1.075954773,0.409732644,-0.82037039,0.373310432,1.0601629,-0.327215213,0.984718486,0.915647854,-0.938713289,-0.156173039,-0.654897947,-0.170350474,0.219602617,-0.481000744,0.386913181,-0.045814932,-0.132977293,-0.280523364,0.06169575,0.08498465,-0.012786188,0.951809702,-0.036143911,0.008008326,60,0
246116,-0.311143088,0.381421636,-0.321591397,-2.310629325,0.634009349,-1.780962718,1.213022873,-0.41846469,-1.534516679,0.179009115,-0.985602586,-1.536311648,-1.159554943,0.43498628,-0.66669108,0.587186819,0.178311605,-1.577601808,-0.102486219,0.066028635,0.393764283,1.078585856,-0.373708443,0.013006423,0.362829832,-0.034847082,0.293016081,0.188847318,19,0
46550,1.335053154,0.331464026,-2.057762777,-0.346175355,2.583233822,2.854101997,-0.187547337,0.68515377,-0.286614069,-0.535902735,0.332848418,-0.268318739,-0.127614196,-0.868299961,1.128538982,0.786506054,0.316435261,0.587856253,0.049350083,0.045217441,-0.191819983,-0.650117796,-0.114069464,0.9159356,0.73007304,0.383879418,-0.031902304,0.029849341,0.76,0
47008,0.679666804,-0.815664946,1.298420639,1.758156121,-0.950648462,1.156164013,-0.577564816,0.408251001,1.029749059,-0.362282523,0.680545316,2.082424187,0.547296829,-0.807136059,-2.327373091,-0.828179271,0.405187973,-0.642553334,0.253856192,0.222256843,-0.09068701,-0.154940762,-0.158464181,0.06461436,0.383355681,-0.41789852,0.073638776,0.054041765,188.1,0
10233,-1.41003147,1.657055217,-0.216888704,-0.240442656,2.319164167,3.548821741,-0.203038471,1.206423867,0.580718161,-0.19363385,0.662955201,-2.661660855,1.643490971,2.049579198,0.623642845,0.098928682,0.244133359,0.6527074,0.719262466,0.226293054,-0.309569656,-0.833594578,-0.173227399,0.908260078,0.593010958,-0.414763225,0.011018437,0.122936827,6.33,0
80498,1.24924369,0.373421383,0.074937142,0.996281649,0.069668987,-0.628572117,0.302962992,-0.264473459,-0.145211082,-0.023863886,-0.690120299,0.583014404,1.168405375,0.147242978,0.843225845,0.157338454,-0.682038284,-0.104843714,-0.181187655,-0.022264728,0.015098401,0.106558099,-0.193599629,-0.110207949,0.789216768,-0.300559105,0.016761953,0.020260897,21.8,0
72237,-2.203203765,-0.807060655,1.800770637,1.446968969,0.610298562,-0.24290161,0.177329178,0.247234501,-0.275603611,0.075064398,1.168862929,-0.270763239,-2.174984078,0.60140934,0.526948983,-0.643316449,0.372920687,0.093365308,1.134600641,-0.445156895,-0.201519325,-0.099970195,1.089864709,0.133964288,0.437538736,-0.296841796,-0.071898943,0.185366493,31.37,0
189265,2.087673629,0.162426709,-1.981817136,-0.035708058,0.515398091,-1.545409737,0.774698187,-0.532637153,-0.195699847,0.165972911,1.309831885,1.446669763,0.676537824,0.842099134,-0.433326773,-0.518937605,-0.517624771,-0.194026673,0.353099975,-0.185234122,0.214820368,0.781755056,-0.05146687,0.160924113,0.426739708,0.212386057,-0.083505696,-0.086492003,1.54,0
122694,1.386403765,-0.516271711,0.231271022,-0.972656751,-0.593129296,-0.189369567,-0.595350982,-0.037926968,-1.081845683,0.744461472,0.865124094,0.278134718,1.017605182,-0.168199056,0.064881531,1.63929119,-0.38064547,-0.898311546,1.22200601,0.196402269,-0.081630838,-0.391559076,-0.011406331,-0.52651639,0.336485089,-0.448610144,0.006956073,0.008861192,28.58,0
19097,1.432249932,-1.20076634,0.743886642,-1.29285414,-1.905923425,-0.870425603,-1.183563531,-0.101536245,-1.522623419,1.423715566,-0.62178553,-1.386337545,-0.459460496,-0.224402619,0.903261768,-0.096646697,0.463426944,0.138511106,-0.288832288,-0.318950059,-0.308560508,-0.649515471,0.140877222,0.321118461,0.094835968,-0.365834537,0.035221479,0.034477957,46.25,0
254862,-2.164787367,-0.518489006,1.243278589,0.186607893,-0.2755926,0.386722957,-0.152780118,0.704618322,0.912050224,-1.132639435,-1.849512726,-0.15553318,-0.876953844,-0.061422332,0.022741542,-0.422953417,0.254674532,0.294627768,1.272592565,0.222651481,-0.188383671,-0.635158029,-0.21203777,0.44729998,0.536461865,-0.614167228,0.158197056,0.011717338,160,0
134267,-0.405419189,-0.090248373,2.477014873,-0.338524996,-1.031300888,0.777532932,-0.391172997,0.449123379,0.947234626,-0.878745459,0.128841647,1.060541904,0.000443882,-0.995421166,-1.896897428,-0.094622543,-0.022974356,0.307429924,1.08041364,0.095746102,0.036147514,0.393968524,-0.108127358,0.122074055,-0.167287856,1.101367786,0.003956411,0.012512321,52,0
47160,1.225505359,-0.112753271,-0.322741102,0.540466516,-0.07607001,-0.542484717,0.205918334,-0.148952924,0.423338527,-0.099578375,-1.534475929,-0.687054251,-1.285452983,0.425135689,0.273168583,-0.012628746,-0.238445965,-0.180517702,0.436189565,-0.06837082,-0.103673238,-0.334347935,-0.246807656,-0.41489811,0.709034617,0.60470948,-0.073539117,-0.000345005,60,0
138414,0.830514001,-0.50108713,1.381235034,1.200803227,-1.294690711,-0.063549056,-0.635850178,0.181929644,0.397483828,0.037946012,1.42365935,1.015168033,0.261199072,0.051490769,0.868238963,0.911851789,-0.945891767,1.043018743,-0.623471876,0.196619723,0.40574743,0.880878281,-0.184640131,0.554641941,0.263580439,-0.299891544,0.047262164,0.060491916,150.57,0
120692,-0.460108675,0.586117926,-0.499362807,-0.254846308,2.376920232,3.604773272,0.555387182,0.847362896,-0.707219801,-0.049225909,-0.289478617,-0.326085887,-0.023748577,0.46736668,1.216495775,0.013247826,-0.696171507,0.592052542,0.746146453,0.498633892,0.121051868,0.173757642,0.056924587,0.992115974,0.009351707,-0.305044768,0.381725371,0.227340767,111,0
268569,-0.068432183,-0.662317292,-1.970756475,-1.994419536,1.427452858,1.453311395,1.504060673,0.098068314,-2.047879701,0.259168057,0.547196844,0.065979178,0.004653236,0.865674967,-0.065307502,-3.135970398,0.862832074,-0.349262816,-1.110319254,-0.114992948,0.22055851,0.951169366,0.278750546,-2.364418071,-0.378106862,1.753888827,-0.035232044,0.040181584,225.38,0
125742,-3.084518354,-2.391965229,1.030368469,0.405621297,2.733034391,-2.994329713,-0.873824233,-0.165057744,0.065445973,0.024497051,-0.349289266,0.214118581,-0.056303917,0.251586423,0.578110845,0.478361463,-0.583659036,-0.861017293,-0.335128591,-0.479912758,-0.623935184,-1.546573887,-0.190775886,0.436458605,-0.445175477,-0.156807586,0.597000808,-0.088990658,144.9,0
93080,-0.378232874,-0.443946684,0.383026004,-2.834644476,1.606282823,3.501880692,-0.731726524,0.9918507,-1.03740761,0.00509406,-0.366818224,-1.058135833,0.19736703,-0.439846482,0.588183504,1.965624889,-0.727426937,-0.296390146,0.005885561,0.287001547,0.480417913,1.033640849,-0.112313152,1.029226742,-0.143066516,-0.25792414,0.139789434,0.152926796,49.98,0
262092,2.011128647,0.060271519,-1.621477849,0.341735509,0.363085556,-0.588495962,0.029151472,-0.03970646,0.314429228,-0.19964576,1.235230195,0.584562579,-0.675249136,-0.508236775,-0.392979931,0.4312199,0.379373212,0.116471713,0.207598612,-0.197591061,-0.302720081,-0.826202398,0.363996813,0.593277832,-0.347886466,0.150381878,-0.067069249,-0.040792852,1.29,0
202226,-0.908740084,0.319889206,-1.148116334,-0.627156578,1.387419318,-0.195944963,0.274535773,0.492299409,-0.099170566,-0.171898981,-0.451735036,-0.153926432,-0.908777141,1.036531523,0.06052758,0.21500682,-0.861668249,1.131734818,0.725735915,-0.254866948,0.349313679,1.187970524,0.461571551,-0.363127875,-0.547619341,-0.184192607,0.32805448,0.168548642,1.79,0
109028,1.186822485,0.146922758,0.601152005,0.564036131,-0.569727344,-0.792713709,-0.055755365,-0.04863652,-0.162729635,0.112005356,1.590400055,0.890786971,-0.245697051,0.537928462,0.365948599,0.461415921,-0.573972195,-0.05776046,0.093940133,-0.100418523,-0.192416713,-0.634819189,0.147372239,0.518678797,0.142116266,0.065071422,-0.037043946,0.011392134,9.99,0
22821,-0.298325731,1.143264616,-0.244273835,1.03891553,-0.252524457,-1.063715335,0.917906316,0.163593942,-0.642722237,-0.077860025,-0.783312525,-0.203377298,-0.518080246,0.931701452,0.695053402,-0.388834149,0.045825837,0.022053471,0.362188906,0.089348974,0.220165043,0.545474145,0.278310764,0.369111911,-0.670484202,-0.413600532,0.28064635,0.173457557,89.99,0
70689,-1.246691962,-0.395534325,2.463817438,-0.880198937,-0.076215215,0.079435391,-0.060210273,0.394438895,0.258061628,-1.120188493,1.152343175,1.469455574,0.341288539,-0.561787353,-1.521984861,-0.104027311,-0.073269806,-0.612949354,-0.35120718,0.19705155,0.02897831,0.001747738,0.156748245,0.291584128,-0.211377059,0.77675938,-0.005397219,0.096060981,76.48,0
2111,-0.702207029,0.973178631,0.734735061,-1.193120563,0.799403357,0.410867018,0.629232002,0.214479188,0.052422673,-0.185368316,-0.551094182,0.224743468,0.050257626,-0.081031226,-0.853784877,0.673632253,-1.178104393,0.462476857,0.688453718,0.206003627,-0.286473053,-0.607178615,-0.294942701,-1.372780812,0.035651648,0.387186597,0.402904895,0.213251655,5,0
72198,-1.107886193,0.170664395,1.535715975,1.280879533,0.025294692,1.653889543,-0.480412834,1.103349121,0.017296729,-0.924826082,0.089728155,1.017914702,0.095933707,-0.007966276,0.617456119,-1.966203878,1.77346465,-2.056986051,-0.912780017,-0.019699453,0.285610615,0.908463334,0.129598113,-0.595098911,-0.140448299,-0.112324305,0.027177256,-0.107560582,67.12,0
258998,-1.165937344,0.176876143,1.540691013,0.941343557,0.432231951,1.083845434,0.560899319,0.495944402,-0.038708203,-0.385690241,-0.172098692,0.034223147,-1.538991654,0.122719505,-1.229968844,-0.55569276,0.083678968,0.195969642,1.67784801,0.486820686,-0.44744491,-1.412272655,0.205826591,0.166967502,0.44466064,-0.80767728,0.284573746,0.149097019,138.12,0
93330,-0.690724722,0.706132482,1.580404745,-1.371193829,-0.105031979,-0.882639144,1.032255918,-0.249324245,-0.162114222,-0.221695457,1.442870679,0.42075492,-0.503979,0.08376913,-0.252634291,0.524053163,-0.894792141,0.015429228,-0.429644424,0.061000621,-0.03118649,0.059433886,-0.064558403,0.58245423,-0.377154032,0.694344337,-0.031903402,-0.071581421,39.38,0
239232,-1.018459943,0.295597409,1.581861512,-1.158036693,0.410193999,0.563391355,0.881949291,0.100296413,0.189856526,-1.477999471,-1.628497578,0.38803812,1.3374786,-0.628651869,-0.149097138,0.434590345,-1.065080742,0.450918087,-0.538503113,0.281421477,0.233718207,0.552282581,-0.293426316,0.124699825,0.984751523,-0.174961541,0.007004835,0.072259745,128,0
21445,-0.575272268,0.920429192,1.772777813,1.283032806,0.309182716,-0.12132518,0.980384706,-0.344421276,0.200461091,0.640309903,-0.146354378,0.025655358,-0.393990878,-0.425327605,0.296030166,-1.486153135,0.538049943,-0.844515401,0.585947076,0.346598501,-0.163103588,0.344113224,-0.203536191,0.423674298,-0.144185919,-0.293439129,0.242939835,-0.193986483,26.08,0
92623,0.610512325,-1.169534664,0.681201645,0.477017317,-0.401663055,2.165052977,-0.923589114,0.844923267,0.797131497,-0.256691753,1.462046868,0.428741469,-1.547461268,0.346105053,1.263540378,-0.53918464,0.609657483,-1.094210378,-1.41619905,0.096263123,0.343366337,0.742584128,-0.13385041,-1.321962531,-0.098472042,0.689131143,0.024736303,0.02618412,205,0
191063,-1.6840214,2.367155839,-0.37765925,0.615210765,0.81235637,-0.698929842,1.593736933,-1.005575953,0.466727991,1.921931803,-0.788697728,0.075856713,0.237078689,-0.34717848,-0.244792621,-1.516564557,-0.029933506,-0.572267019,0.752884463,0.133649877,0.287157758,0.69723655,-0.278374037,0.003832925,-0.097515125,-0.572353703,-1.407271384,0.060616178,11.22,0
85290,-1.112588977,0.660276425,0.607964323,-1.356847589,0.792330368,-0.397420806,0.99816746,0.059525472,-0.406858831,-0.142226571,0.186955677,-0.088305483,-0.673368801,0.455292863,-0.245485054,0.809286104,-1.077928998,0.04625264,0.481171712,0.244511447,-0.463924833,-1.385308856,-0.03153145,-0.852972162,-0.033875079,0.56018575,0.301152173,0.24372439,67.45,0
91873,-2.518096857,-2.169527757,-0.224426569,-0.15689728,3.006452595,2.917197874,-1.364467607,1.639663738,0.122122613,-0.902069267,-0.908671172,0.255598295,0.099572479,0.252168236,0.152298742,0.892338872,-0.984185668,0.789426044,-0.617967688,0.808365553,0.424082349,-0.015897977,0.324130883,0.987425656,-0.498239166,-0.684445832,0.103117538,-0.211962967,150,0
48529,-12.61840603,-16.55024758,-7.77953052,2.245843696,-7.609464593,3.51439536,8.250578104,-6.641131689,1.461341741,-3.075528969,1.787452141,1.39559194,0.034811059,1.150723374,1.203438208,1.507356796,-0.473193176,-0.670202851,-0.926335874,-0.226613068,-1.741922945,-2.24023305,-17.53068189,1.204896281,-4.541818952,-0.549850712,4.514515557,-1.273169339,6511,0
92641,-1.469766902,1.431144778,1.56688661,-0.09693837,0.142531414,-0.665477346,0.8846338,0.031977928,-0.90929773,-0.30065877,1.378949079,1.09293176,0.578860572,0.288706662,-0.422647789,0.299714558,-0.812402249,0.262784915,-0.608017496,-0.206971669,0.176067115,0.403472769,-0.341977188,0.559610311,0.637054818,-0.502191673,-0.641393151,-0.239404352,16.7,0
44516,1.240280321,0.002590277,-1.331893565,-0.034867162,2.227251808,3.30245871,-0.31958826,0.75636392,-0.156960072,0.060299289,-0.161575108,0.029939656,-0.01753663,0.532119461,1.108160865,0.377881285,-0.926210072,0.296101291,-0.008431361,0.044258577,-0.006773135,-0.192045101,-0.162281998,1.005590818,0.83650846,-0.316132297,0.010464137,0.018929854,35.16,0
76883,-0.543439999,0.325195607,0.358066338,-0.85794762,0.538478664,-1.530988995,0.933032216,-0.146360861,-0.554280726,-0.178002461,1.268735473,0.582801954,-0.472968993,0.62049912,-0.705179927,0.189260591,-0.635062943,-0.096448478,-0.307737403,0.156983865,0.210518852,0.489828459,0.218549491,0.598706761,-0.924034852,0.710638434,0.313367864,0.270317523,49.95,0
151143,-1.048631678,-0.477817627,0.785088526,-0.611172552,1.38850053,0.551975334,-0.029388073,0.139504975,1.494247129,-0.995083961,0.950185718,-1.535225224,3.080662077,1.117428505,-0.722465767,0.756714376,-0.75114678,1.356932561,-0.093970784,-0.10195975,0.065019058,0.607681748,0.319980541,-0.441022778,0.417761864,-0.248040868,-0.054648758,-0.039158651,56.92,0
81557,-4.502730814,-3.876484302,1.341248064,0.113400036,0.189428071,-0.560984669,-0.140477956,0.68465105,0.475362949,-1.250973077,0.90320197,1.054454248,-0.431374416,-0.130883037,-1.178010024,0.310935561,0.038339315,-0.346526103,-0.157144462,-0.343605958,-0.140217974,0.049410751,2.313730685,0.252330369,0.307219382,0.859051384,0.184033498,-0.308268778,324.55,0
144178,-0.970301443,1.147560156,0.990301761,-0.231280791,-0.051374894,0.013950407,0.106315925,0.670623768,-0.623840048,-0.280553696,0.958821807,0.386500596,-0.67877016,0.774084297,0.475640432,0.346141641,-0.283684359,-0.075759918,0.073308674,-0.076206156,-0.117418265,-0.503893802,0.030845349,-0.35402993,-0.263061099,0.095938371,0.01252468,0.036073185,8.99,0
184385,2.247684996,-1.441433349,-0.340828979,-1.479854731,-1.680892998,-0.712517513,-1.367832666,-0.126737923,-0.958411603,1.509915033,-0.963039017,-0.703995293,0.477905975,-0.587081254,0.120551698,-0.284644345,0.41440145,-0.233914837,-0.189268927,-0.43036631,-0.399905737,-0.67849346,0.460224402,-0.155441691,-0.619690592,-0.476730538,0.039841969,-0.035021798,19.97,0
104040,-0.879560531,0.977853583,1.824157547,-0.412506436,0.515985341,-1.124167816,0.843988722,-0.134561527,-0.746465832,-1.078611479,-0.164048036,0.319115185,0.849459586,-0.579163171,0.424179683,0.595733105,-0.269440887,-0.294121474,-0.71370093,0.033321737,-0.211004061,-0.743339674,-0.166148071,0.349597028,0.261278322,0.004063115,-0.00964275,0.077971962,1.98,0
25888,1.083849997,-0.11037556,0.488724514,1.055183166,-0.365781301,0.247487149,-0.409230383,0.297759475,0.239309554,0.217654085,0.839123378,-0.23177817,-1.917983614,0.784080077,0.924209228,0.436756767,-0.54707483,0.578780636,-0.553214131,-0.199548855,0.224205838,0.534459323,-0.154627433,-0.335705895,0.481992345,-0.186408793,0.028028933,0.012351608,38.8,0
99350,1.140169848,0.329139576,0.204220503,1.126954178,0.010023275,-0.371179874,0.206332608,-0.003627529,-0.455069461,0.204202269,1.685106776,0.951845395,-0.308273656,0.735975783,0.289052175,-0.188459464,-0.262834578,-0.316301494,-0.483101094,-0.175614123,0.064271429,0.202668545,-0.052867167,0.21543473,0.584599871,-0.342453997,0.012991446,0.006016574,9.99,0
169589,-2.372415706,-3.524411026,1.991144096,-1.003311329,1.8444562,-1.897867336,-2.321652043,0.434024232,0.389344568,-0.237894307,-1.852936733,0.674985846,0.905011803,-1.129326357,-2.027707944,-1.192996283,-0.362445508,0.999184562,-2.012609728,0.176720884,-0.027479507,-0.239840042,0.771205707,-0.01639291,-1.005419255,0.198168602,0.113447435,0.29225915,41,0
55865,-0.919297611,0.10237637,2.142179484,0.952703695,1.164595326,0.458327433,0.253690768,-0.195528964,-0.047080377,0.303958516,-1.059493777,-0.83852703,-0.119297842,-0.31344663,2.089878178,-0.201686594,-0.477722907,0.370125144,0.627928592,0.265194132,0.066251757,0.473677845,-0.439957396,-0.955002973,0.313304129,-0.082899543,-0.366828523,-0.271624412,20,0
196668,-0.689285829,0.365503317,0.181830233,-0.812058982,0.337977599,-0.537564889,0.239515347,0.504926912,0.00518823,-1.037850998,0.062319696,0.609951886,-0.885168207,0.622791974,-1.250342732,-0.076439416,-0.295209581,0.120959917,0.482040744,-0.183903142,-0.02794007,-0.265822663,-0.135602671,-0.405480124,0.194365901,-0.075855471,-0.157275934,-0.163015162,20.39,0
136271,1.119095663,-0.189408752,1.359805299,0.890598451,-1.061744078,-0.027249234,-0.694132476,0.187033913,0.897929815,-0.285074396,-0.210581832,0.65965043,0.014085341,-0.368744738,0.421619086,-0.227875301,0.220447855,-0.798230476,-0.521857637,-0.14449125,-0.043257882,0.110322469,0.10210049,0.43724408,0.140060146,0.326526748,0.034583634,0.026854545,6.89,0
232158,-0.446300215,-1.113030234,1.690879625,-1.824877874,-0.401835705,3.08439465,-1.430140688,1.016081113,0.726134941,-0.220582216,-0.28231058,0.2544626,-0.1201595,-1.59598428,-2.121063407,0.223396565,0.900207083,-1.522722195,0.251485807,-0.061842891,0.516326729,1.920178045,-0.033091389,-0.865570481,-1.07466064,-0.046631429,0.249446966,0.22212134,70.4,0
184253,-0.663202351,-0.175256264,0.081653308,-1.946372819,2.781647994,3.834961953,-0.300868868,0.868301532,0.889591195,-0.611391834,-0.364075447,0.034474109,-0.295012856,-0.424312777,0.256631037,0.134761982,-0.993695025,0.105263158,-1.046175958,-0.149132474,0.197780519,0.688637844,-0.273668463,0.719697132,0.100003218,-0.338729507,-0.363441286,-0.120391312,11.5,0
76921,-0.565840864,0.20628698,1.974491202,0.947306414,-0.229531181,1.752190998,-0.087142335,0.64891003,-0.093184031,-0.416538441,0.447802738,-0.176267744,-0.994927819,0.188992531,2.385859362,-1.903441386,1.769477111,-1.645079572,-0.027696399,0.145883891,0.364711268,1.218411077,0.131809836,-0.574706338,-0.627399525,0.924379526,0.169883102,0.121348323,83,0
71355,-0.316566993,0.884916553,0.341694296,0.453454849,0.17339317,-0.382559009,0.496701618,-0.069763137,0.991922117,0.00071963,-0.131889704,0.131413907,-0.067738633,-2.109145883,-0.225338674,-0.327419645,1.210226998,-0.375168432,-0.501353639,0.327714309,-0.232650786,0.061284564,0.039967156,0.005211324,-0.26859601,0.298399746,0.289057913,-0.037574282,29.56,0
134197,0.989050877,-0.616370049,1.339392146,0.232070052,-1.429382326,-0.235047054,-0.841581882,0.169445347,0.854900859,-0.259068222,0.095624497,0.141260893,-0.155313122,-0.116000658,1.933340552,0.52647054,-0.194352661,-0.216789882,-0.921152766,0.070260964,0.294783415,0.718314585,-0.005764557,0.48992036,-0.089615179,1.113943148,-0.029255517,0.036695195,93.17,0
95115,1.041683715,-0.330559738,0.728154852,0.840104331,-0.267600235,1.006224335,-0.666477767,0.252066086,0.665009132,-0.169468841,-1.372756545,0.245042409,1.286245496,-0.361624017,1.856959535,0.852533659,-1.04137645,0.528176192,-0.654846646,0.147411856,0.2533203,0.669257286,-0.304047229,-1.280293992,0.4772058,-0.150769312,0.079421011,0.043786237,99.99,0
14972,-0.828501987,1.010971331,1.204893457,0.213853127,-0.357226448,-0.114961109,0.077140955,0.613958655,0.074338961,-0.695448237,-1.004114364,0.078419039,-0.724032568,0.160277985,-0.378028711,-0.64493419,0.576608579,-0.71892303,-0.031496208,-0.11867975,0.04061746,0.3398659,-0.10049851,0.123628405,-0.206713027,0.396702304,0.246830742,0.133792449,4.28,0
130478,-0.6480499,0.646590836,0.12058115,-0.811500863,2.746804642,3.663916743,0.44846242,0.928694708,-0.440159336,-0.754056724,-0.790771553,-0.105939294,-0.398845631,0.064521839,-0.75983451,0.044786569,-0.738272823,0.038820317,-0.137013372,0.007965657,-0.090725954,-0.348124377,-0.292096299,0.99434431,0.609079336,-0.460872732,0.072981688,0.090241712,29.99,0
147466,-0.686968225,-0.143468429,-2.093982253,-0.206676042,-0.246771951,0.467387201,2.026094448,0.267315,-0.465025953,-1.435189263,-0.288813092,-0.474330278,-0.67353409,-0.250798884,0.230129432,0.878641944,0.004564053,1.927396936,0.42377277,0.758515094,0.564284227,0.764379604,0.768692113,-1.599397277,-0.046506725,-0.093609514,-0.167989747,0.047524376,462.7,0
127039,1.104217315,-1.103209483,1.24357811,-0.454154809,-1.890592812,-0.426904924,-1.075886104,-0.027583573,-0.321285203,0.547666116,-0.483585867,0.191003283,1.22688735,-0.516017994,1.431327392,-0.638410313,-0.388249668,1.563809193,-1.211923987,-0.162800797,-0.086291157,0.034558934,-0.035227676,0.455774758,-0.059718979,1.100298314,-0.019471684,0.049320483,125.9,0
201401,2.270996915,-0.583068084,-2.437598364,-0.815359684,-0.03285163,-1.91463241,0.376362888,-0.594477727,-0.7724455,0.986246006,-0.983800967,-1.65623415,-1.998506258,0.822772173,-0.287968889,0.085258264,0.72019606,-1.624038871,0.687029278,-0.186563155,0.466962687,1.339217439,-0.20692285,0.039499317,0.683028707,0.308641636,-0.106037131,-0.096157709,20,0
191290,-1.32496031,-0.122964981,-0.234902979,-0.256443069,1.865891918,-0.982079936,0.082078852,-0.10538701,0.178452155,-0.484746446,0.762722092,0.568338645,-0.291229757,-1.183164244,-1.522812532,0.133303948,0.436972121,0.5708443,0.190598925,-0.549537157,0.096834537,0.652773278,-0.437267065,0.78446007,-0.695720525,0.418552876,-0.094014782,0.340254244,10.19,0
171589,-0.027184081,0.985737288,-0.980876763,-0.426661972,0.518905273,-0.58927087,0.602480988,0.264533021,-0.172759779,-1.311650892,-1.010402805,0.215005151,0.82005239,-1.123686254,-0.252611118,0.664248169,0.45035029,0.367845425,-0.428106058,-0.091274015,0.118374022,0.26867154,0.194515006,0.41253252,-0.799481272,0.290481618,-0.04330102,0.069592658,53.99,0
184488,2.024857375,-0.523566234,-0.787412042,0.099858699,-0.135338505,0.47827484,-0.751363841,0.188999579,1.356079701,0.01497821,-0.571522949,0.538248085,-0.078318731,-0.013716743,-0.088297219,0.684398587,-1.225174305,1.180250861,0.572884136,-0.185621608,0.152724487,0.650126961,-0.0594888,-1.370066424,0.04299946,-0.146841639,0.033587275,-0.060775486,11.49,0
274143,-1.841476912,-1.195716054,0.272343117,-0.318285235,1.093019061,0.919522816,0.049818828,0.663373953,0.732937645,-0.876883613,-0.640969542,0.067957031,-0.917167327,0.18285389,0.833453153,-1.121604938,0.761886957,-1.697393242,-0.311840867,-0.411043667,-0.277697512,-0.289815779,1.498860797,-0.352522265,-1.155427867,-0.391486348,0.045055685,-0.21396356,108.99,0
